timestamp,gpu_util%,mem_util%,mem_used_mb,mem_total_mb,temp_c
2025-11-23 05:12:30,96  72  20202  23034  75
2025-11-23 05:12:35,100  28  20202  23034  76
2025-11-23 05:12:40,100  60  20202  23034  79
2025-11-23 05:12:45,100  65  20202  23034  80
2025-11-23 05:12:50,100  69  20202  23034  82
2025-11-23 05:12:55,87  73  20202  23034  82
2025-11-23 05:13:00,100  65  20202  23034  80
2025-11-23 05:13:05,100  60  20202  23034  78
2025-11-23 05:13:10,96  100  20202  23034  77
2025-11-23 05:13:15,94  100  20202  23034  75
2025-11-23 05:13:20,0  0  20202  23034  72
2025-11-23 05:13:25,100  65  20202  23034  75
2025-11-23 05:13:30,94  66  20202  23034  74
2025-11-23 05:13:35,100  69  20202  23034  75
2025-11-23 05:13:40,100  70  20202  23034  75
2025-11-23 05:13:45,92  99  20202  23034  75
2025-11-23 05:13:50,92  100  20202  23034  75
2025-11-23 05:13:55,95  100  20202  23034  75
2025-11-23 05:14:00,93  100  20202  23034  75
2025-11-23 05:14:05,0  0  20202  23034  73
2025-11-23 05:14:10,0  0  20202  23034  72
2025-11-23 05:14:15,100  61  20202  23034  76
2025-11-23 05:14:20,100  63  20202  23034  77
2025-11-23 05:14:25,100  64  20202  23034  80
2025-11-23 05:14:30,100  32  20202  23034  80
2025-11-23 05:14:35,100  64  20202  23034  81
2025-11-23 05:14:41,100  65  20202  23034  81
2025-11-23 05:14:46,100  66  20202  23034  79
2025-11-23 05:14:51,100  61  20202  23034  78
2025-11-23 05:14:56,96  100  20202  23034  76
2025-11-23 05:15:01,94  100  20202  23034  75
2025-11-23 05:15:06,100  69  20202  23034  74
2025-11-23 05:15:11,100  70  20202  23034  74
2025-11-23 05:15:16,100  70  20202  23034  75
2025-11-23 05:15:21,100  69  20202  23034  76
2025-11-23 05:15:26,100  64  20202  23034  76
2025-11-23 05:15:31,92  98  20202  23034  75
2025-11-23 05:15:36,93  100  20202  23034  75
2025-11-23 05:15:41,93  100  20202  23034  76
2025-11-23 05:15:46,93  100  20202  23034  76
2025-11-23 05:15:51,0  0  20202  23034  73
2025-11-23 05:15:56,0  0  20202  23034  72
2025-11-23 05:16:01,100  27  20202  23034  78
2025-11-23 05:16:06,100  63  20202  23034  78
2025-11-23 05:16:11,100  64  20202  23034  80
2025-11-23 05:16:16,100  69  20202  23034  81
2025-11-23 05:16:21,100  66  20202  23034  82
2025-11-23 05:16:26,100  45  20202  23034  80
2025-11-23 05:16:31,100  67  20202  23034  79
2025-11-23 05:16:36,95  100  20202  23034  76
2025-11-23 05:16:41,93  100  20202  23034  75
2025-11-23 05:16:46,96  100  20202  23034  75
2025-11-23 05:16:51,100  70  20202  23034  75
2025-11-23 05:16:56,100  69  20202  23034  75
2025-11-23 05:17:01,100  66  20202  23034  75
2025-11-23 05:17:06,100  74  20202  23034  76
2025-11-23 05:17:11,94  100  20202  23034  75
2025-11-23 05:17:16,92  99  20202  23034  75
2025-11-23 05:17:21,95  100  20202  23034  76
2025-11-23 05:17:27,93  100  20202  23034  76
2025-11-23 05:17:32,0  0  20202  23034  73
2025-11-23 05:17:37,0  0  20202  23034  72
2025-11-23 05:17:42,100  71  20202  23034  75
2025-11-23 05:17:47,100  69  20202  23034  77
2025-11-23 05:17:52,100  66  20202  23034  79
2025-11-23 05:17:57,100  63  20202  23034  80
2025-11-23 05:18:02,100  42  20202  23034  81
2025-11-23 05:18:07,100  57  20202  23034  81
2025-11-23 05:18:12,100  66  20202  23034  81
2025-11-23 05:18:17,100  63  20202  23034  79
2025-11-23 05:18:22,96  100  20202  23034  77
2025-11-23 05:18:27,94  100  20202  23034  75
2025-11-23 05:18:32,100  67  20202  23034  76
2025-11-23 05:18:37,100  69  20202  23034  75
2025-11-23 05:18:42,100  69  20202  23034  75
2025-11-23 05:18:47,100  70  20202  23034  75
2025-11-23 05:18:52,100  76  20202  23034  75
2025-11-23 05:18:57,95  100  20202  23034  75
2025-11-23 05:19:02,95  100  20202  23034  75
2025-11-23 05:19:07,94  100  20202  23034  75
2025-11-23 05:19:12,91  98  20202  23034  76
2025-11-23 05:19:17,0  0  20202  23034  73
2025-11-23 05:19:22,0  0  20202  23034  72
2025-11-23 05:19:27,100  65  20202  23034  76
2025-11-23 05:19:32,100  66  20202  23034  78
2025-11-23 05:19:37,87  74  20202  23034  79
2025-11-23 05:19:42,100  33  20202  23034  81
2025-11-23 05:19:47,100  65  20202  23034  82
2025-11-23 05:19:52,100  67  20202  23034  82
2025-11-23 05:19:57,100  70  20202  23034  80
2025-11-23 05:20:02,100  58  20202  23034  78
2025-11-23 05:20:07,96  100  20202  23034  76
2025-11-23 05:20:12,94  100  20202  23034  75
2025-11-23 05:20:17,100  70  20202  23034  74
2025-11-23 05:20:22,100  68  20202  23034  75
2025-11-23 05:20:28,100  67  20202  23034  75
2025-11-23 05:20:33,100  70  20202  23034  75
2025-11-23 05:20:38,100  66  20202  23034  76
2025-11-23 05:20:43,95  100  20202  23034  75
2025-11-23 05:20:48,93  100  20202  23034  75
2025-11-23 05:20:53,93  100  20202  23034  76
2025-11-23 05:20:58,94  100  20202  23034  76
2025-11-23 05:21:03,0  0  20202  23034  73
2025-11-23 05:21:08,0  0  20202  23034  72
2025-11-23 05:21:13,100  68  20202  23034  76
2025-11-23 05:21:18,100  68  20202  23034  78
2025-11-23 05:21:23,100  69  20202  23034  79
2025-11-23 05:21:28,100  70  20202  23034  80
2025-11-23 05:21:33,100  52  20202  23034  82
2025-11-23 05:21:38,100  67  20202  23034  82
2025-11-23 05:21:43,100  68  20202  23034  80
2025-11-23 05:21:48,100  59  20202  23034  78
2025-11-23 05:21:53,94  100  20202  23034  76
2025-11-23 05:21:58,94  100  20202  23034  75
2025-11-23 05:22:03,100  69  20202  23034  75
2025-11-23 05:22:08,100  67  20202  23034  75
2025-11-23 05:22:13,100  63  20202  23034  75
2025-11-23 05:22:18,100  68  20202  23034  75
2025-11-23 05:22:23,100  75  20202  23034  76
2025-11-23 05:22:28,95  100  20202  23034  75
2025-11-23 05:22:33,93  100  20202  23034  75
2025-11-23 05:22:38,93  100  20202  23034  76
2025-11-23 05:22:43,94  100  20202  23034  76
2025-11-23 05:22:48,0  0  20202  23034  73
2025-11-23 05:22:53,0  0  20202  23034  72
2025-11-23 05:22:58,100  60  20202  23034  76
2025-11-23 05:23:03,100  64  20202  23034  79
2025-11-23 05:23:08,100  68  20202  23034  80
2025-11-23 05:23:13,100  69  20202  23034  81
2025-11-23 05:23:19,100  69  20202  23034  82
2025-11-23 05:23:24,100  41  20202  23034  81
2025-11-23 05:23:29,100  69  20202  23034  79
2025-11-23 05:23:34,93  100  20202  23034  76
2025-11-23 05:23:39,94  100  20202  23034  75
2025-11-23 05:23:44,94  100  20202  23034  75
2025-11-23 05:23:49,100  69  20202  23034  75
2025-11-23 05:23:54,100  68  20202  23034  75
2025-11-23 05:23:59,100  70  20202  23034  76
2025-11-23 05:24:04,100  67  20202  23034  76
2025-11-23 05:24:09,95  100  20202  23034  75
2025-11-23 05:24:14,95  100  20202  23034  75
2025-11-23 05:24:19,95  100  20202  23034  75
2025-11-23 05:24:24,94  100  20202  23034  76
2025-11-23 05:24:29,0  0  20202  23034  74
2025-11-23 05:24:34,0  0  20202  23034  73
2025-11-23 05:24:39,100  38  20202  23034  76
2025-11-23 05:24:44,74  82  20202  23034  77
2025-11-23 05:24:49,79  87  20202  23034  78
2025-11-23 05:24:54,100  68  20202  23034  80
2025-11-23 05:24:59,79  88  20202  23034  80
2025-11-23 05:25:04,100  59  20202  23034  81
2025-11-23 05:25:09,78  87  20202  23034  81
2025-11-23 05:25:14,77  84  20202  23034  79
2025-11-23 05:25:19,100  62  20202  23034  78
2025-11-23 05:25:24,79  87  20202  23034  76
2025-11-23 05:25:29,100  55  20202  23034  76
2025-11-23 05:25:34,78  86  20202  23034  75
2025-11-23 05:25:39,80  88  20202  23034  74
2025-11-23 05:25:44,100  74  20202  23034  75
2025-11-23 05:25:49,80  89  20202  23034  74
2025-11-23 05:25:54,100  33  20202  23034  75
2025-11-23 05:25:59,76  84  20202  23034  75
2025-11-23 05:26:04,77  85  20202  23034  75
2025-11-23 05:26:10,100  72  20202  23034  75
2025-11-23 05:26:15,77  85  20202  23034  77
2025-11-23 05:26:20,100  44  20202  23034  78
2025-11-23 05:26:25,79  87  20202  23034  78
2025-11-23 05:26:30,78  86  20202  23034  78
2025-11-23 05:26:35,100  68  20202  23034  79
2025-11-23 05:26:40,100  69  20202  23034  79
2025-11-23 05:26:45,100  68  20202  23034  78
2025-11-23 05:26:50,94  71  20202  23034  78
2025-11-23 05:26:55,89  96  20202  23034  76
2025-11-23 05:27:00,92  100  20202  23034  76
2025-11-23 05:27:05,95  100  20202  23034  75
2025-11-23 05:27:10,92  100  20202  23034  75
2025-11-23 05:27:15,0  0  20202  23034  72
2025-11-23 05:27:20,0  0  20202  23034  70
2025-11-23 05:27:25,100  71  20202  23034  73
2025-11-23 05:27:30,100  67  20202  23034  75
2025-11-23 05:27:35,100  64  20202  23034  77
2025-11-23 05:27:40,100  65  20202  23034  79
2025-11-23 05:27:45,100  69  20202  23034  80
2025-11-23 05:27:50,100  64  20202  23034  81
2025-11-23 05:27:55,100  59  20202  23034  81
2025-11-23 05:28:00,100  66  20202  23034  80
2025-11-23 05:28:05,92  100  20202  23034  77
2025-11-23 05:28:10,94  100  20202  23034  76
2025-11-23 05:28:15,100  61  20202  23034  76
2025-11-23 05:28:20,100  69  20202  23034  76
2025-11-23 05:28:25,100  70  20202  23034  76
2025-11-23 05:28:30,100  67  20202  23034  75
2025-11-23 05:28:35,100  78  20202  23034  75
2025-11-23 05:28:40,94  100  20202  23034  75
2025-11-23 05:28:45,94  100  20202  23034  75
2025-11-23 05:28:50,93  100  20202  23034  75
2025-11-23 05:28:56,93  100  20202  23034  76
2025-11-23 05:29:01,0  0  20202  23034  73
2025-11-23 05:29:06,0  0  20202  23034  72
2025-11-23 05:29:11,100  65  20202  23034  76
2025-11-23 05:29:16,100  63  20202  23034  77
2025-11-23 05:29:21,100  62  20202  23034  78
2025-11-23 05:29:26,100  66  20202  23034  80
2025-11-23 05:29:31,100  41  20202  23034  82
2025-11-23 05:29:36,100  68  20202  23034  82
2025-11-23 05:29:41,100  69  20202  23034  81
2025-11-23 05:29:46,100  58  20202  23034  78
2025-11-23 05:29:51,96  100  20202  23034  76
2025-11-23 05:29:56,96  100  20202  23034  75
2025-11-23 05:30:01,93  74  20202  23034  75
2025-11-23 05:30:06,100  69  20202  23034  75
2025-11-23 05:30:11,100  66  20202  23034  75
2025-11-23 05:30:16,100  69  20202  23034  76
2025-11-23 05:30:21,92  61  20202  23034  75
2025-11-23 05:30:26,92  100  20202  23034  75
2025-11-23 05:30:31,92  100  20202  23034  75
2025-11-23 05:30:36,93  100  20202  23034  75
2025-11-23 05:30:41,95  100  20202  23034  76
2025-11-23 05:30:46,0  0  20202  23034  73
2025-11-23 05:30:51,0  0  20202  23034  72
2025-11-23 05:30:56,100  71  20202  23034  76
2025-11-23 05:31:01,100  60  20202  23034  77
2025-11-23 05:31:06,100  66  20202  23034  79
2025-11-23 05:31:11,100  68  20202  23034  81
2025-11-23 05:31:16,100  64  20202  23034  81
2025-11-23 05:31:21,100  61  20202  23034  82
2025-11-23 05:31:26,100  55  20202  23034  80
2025-11-23 05:31:31,100  70  20202  23034  79
2025-11-23 05:31:36,94  100  20202  23034  76
2025-11-23 05:31:42,95  100  20202  23034  75
2025-11-23 05:31:47,97  83  20202  23034  75
2025-11-23 05:31:52,100  69  20202  23034  75
2025-11-23 05:31:57,100  70  20202  23034  75
2025-11-23 05:32:02,100  70  20202  23034  75
2025-11-23 05:32:07,100  65  20202  23034  75
2025-11-23 05:32:12,94  100  20202  23034  75
2025-11-23 05:32:17,92  100  20202  23034  75
2025-11-23 05:32:22,93  99  20202  23034  75
2025-11-23 05:32:27,93  100  20202  23034  76
2025-11-23 05:32:32,0  0  20202  23034  73
2025-11-23 05:32:37,0  0  20202  23034  72
2025-11-23 05:32:42,100  69  20202  23034  75
2025-11-23 05:32:47,100  65  20202  23034  77
2025-11-23 05:32:52,100  58  20202  23034  78
2025-11-23 05:32:57,100  68  20202  23034  81
2025-11-23 05:33:02,100  36  20202  23034  82
2025-11-23 05:33:07,100  44  20202  23034  82
2025-11-23 05:33:12,100  59  20202  23034  80
2025-11-23 05:33:17,100  68  20202  23034  79
2025-11-23 05:33:22,94  100  20202  23034  76
2025-11-23 05:33:27,94  100  20202  23034  75
2025-11-23 05:33:32,0  0  20202  23034  72
2025-11-23 05:33:37,100  63  20202  23034  74
2025-11-23 05:33:42,100  68  20202  23034  75
2025-11-23 05:33:47,100  70  20202  23034  75
2025-11-23 05:33:52,100  70  20202  23034  75
2025-11-23 05:33:57,95  100  20202  23034  74
2025-11-23 05:34:02,94  100  20202  23034  75
2025-11-23 05:34:07,95  100  20202  23034  75
2025-11-23 05:34:12,93  100  20202  23034  76
2025-11-23 05:34:17,0  0  20202  23034  72
2025-11-23 05:34:23,0  0  20202  23034  71
2025-11-23 05:34:28,84  68  20202  23034  76
2025-11-23 05:34:33,100  63  20202  23034  78
2025-11-23 05:34:38,100  60  20202  23034  79
2025-11-23 05:34:43,100  64  20202  23034  81
2025-11-23 05:34:48,100  60  20202  23034  81
2025-11-23 05:34:53,100  53  20202  23034  81
2025-11-23 05:34:58,100  58  20202  23034  80
2025-11-23 05:35:03,95  100  20202  23034  77
2025-11-23 05:35:08,94  100  20202  23034  76
2025-11-23 05:35:13,93  100  20202  23034  75
2025-11-23 05:35:18,100  69  20202  23034  76
2025-11-23 05:35:23,100  70  20202  23034  75
2025-11-23 05:35:28,100  70  20202  23034  75
2025-11-23 05:35:33,100  67  20202  23034  75
2025-11-23 05:35:38,94  99  20202  23034  74
2025-11-23 05:35:43,94  100  20202  23034  75
2025-11-23 05:35:48,91  99  20202  23034  75
2025-11-23 05:35:53,93  100  20202  23034  76
2025-11-23 05:35:58,0  0  20202  23034  74
2025-11-23 05:36:03,0  0  20202  23034  72
2025-11-23 05:36:08,100  63  20202  23034  76
2025-11-23 05:36:13,100  69  20202  23034  78
2025-11-23 05:36:18,100  61  20202  23034  79
2025-11-23 05:36:23,87  72  20202  23034  79
2025-11-23 05:36:28,100  61  20202  23034  81
2025-11-23 05:36:33,100  66  20202  23034  81
2025-11-23 05:36:38,93  100  20202  23034  78
2025-11-23 05:36:43,93  100  20202  23034  77
2025-11-23 05:36:48,0  0  20202  23034  73
2025-11-23 05:36:53,100  69  20202  23034  76
2025-11-23 05:36:58,100  69  20202  23034  75
2025-11-23 05:37:03,100  70  20202  23034  76
2025-11-23 05:37:09,95  100  20202  23034  74
2025-11-23 05:37:14,95  100  20202  23034  75
2025-11-23 05:37:19,92  100  20202  23034  75
2025-11-23 05:37:24,92  100  20202  23034  75
2025-11-23 05:37:29,0  0  733  23034  72
2025-11-23 05:37:34,0  0  733  23034  71
2025-11-23 05:37:39,0  0  733  23034  71
2025-11-23 05:37:44,0  0  733  23034  70
2025-11-23 05:37:49,0  0  733  23034  70
2025-11-23 05:37:54,0  0  733  23034  71
2025-11-23 05:37:59,0  0  733  23034  71
2025-11-23 05:38:04,0  0  733  23034  71
2025-11-23 05:38:09,0  0  733  23034  71
2025-11-23 05:38:14,0  0  733  23034  71
2025-11-23 05:38:19,0  0  733  23034  71
2025-11-23 05:38:24,0  0  733  23034  71
2025-11-23 05:38:29,0  0  733  23034  71
2025-11-23 05:38:34,0  0  733  23034  71
2025-11-23 05:38:39,0  0  733  23034  71
2025-11-23 05:38:44,0  0  733  23034  71
2025-11-23 05:38:49,0  0  733  23034  71
2025-11-23 05:38:54,0  0  733  23034  71
2025-11-23 05:38:59,0  0  733  23034  72
2025-11-23 05:39:04,0  0  733  23034  72
2025-11-23 05:39:09,0  0  733  23034  72
2025-11-23 05:39:14,0  0  733  23034  72
2025-11-23 05:39:19,0  0  733  23034  72
2025-11-23 05:39:24,0  0  733  23034  72
2025-11-23 05:39:29,0  0  733  23034  72
2025-11-23 05:39:34,0  0  733  23034  72
2025-11-23 05:39:39,0  0  733  23034  72
2025-11-23 05:39:44,0  0  733  23034  72
2025-11-23 05:39:49,0  0  733  23034  72
2025-11-23 05:39:54,0  0  733  23034  72
2025-11-23 05:39:59,0  0  733  23034  73
2025-11-23 05:40:04,0  0  733  23034  73
2025-11-23 05:40:09,0  0  733  23034  73
2025-11-23 05:40:14,0  0  733  23034  73
2025-11-23 05:40:19,0  0  733  23034  73
2025-11-23 05:40:24,0  0  733  23034  73
2025-11-23 05:40:29,0  0  733  23034  73
2025-11-23 05:40:34,0  0  733  23034  73
2025-11-23 05:40:39,0  0  733  23034  73
2025-11-23 05:40:45,0  0  733  23034  73
2025-11-23 05:40:50,0  0  733  23034  73
2025-11-23 05:40:55,0  0  733  23034  73
2025-11-23 05:41:00,0  0  733  23034  73
2025-11-23 05:41:05,0  0  733  23034  73
2025-11-23 05:41:10,0  0  733  23034  73
2025-11-23 05:41:15,0  0  733  23034  73
2025-11-23 05:41:20,0  0  733  23034  73
2025-11-23 05:41:25,0  0  733  23034  73
2025-11-23 05:41:30,0  0  733  23034  73
2025-11-23 05:41:35,0  0  733  23034  73
2025-11-23 05:41:40,0  0  733  23034  73
2025-11-23 05:41:45,0  0  733  23034  73
2025-11-23 05:41:50,0  0  733  23034  73
2025-11-23 05:41:55,0  0  733  23034  73
2025-11-23 05:42:00,0  0  733  23034  73
2025-11-23 05:42:05,0  0  733  23034  73
2025-11-23 05:42:10,0  0  733  23034  73
2025-11-23 05:42:15,0  0  733  23034  73
2025-11-23 05:42:20,0  0  733  23034  73
2025-11-23 05:42:25,0  0  733  23034  73
2025-11-23 05:42:30,0  0  733  23034  73
2025-11-23 05:42:35,0  0  733  23034  73
2025-11-23 05:42:40,0  0  733  23034  73
2025-11-23 05:42:45,0  0  733  23034  72
2025-11-23 05:42:50,0  0  733  23034  72
2025-11-23 05:42:55,0  0  733  23034  72
2025-11-23 05:43:00,0  0  733  23034  72
2025-11-23 05:43:05,0  0  733  23034  72
2025-11-23 05:43:10,0  0  733  23034  72
2025-11-23 05:43:15,0  0  733  23034  72
2025-11-23 05:43:20,0  0  733  23034  72
2025-11-23 05:43:25,0  0  733  23034  72
2025-11-23 05:43:30,0  0  733  23034  72
2025-11-23 05:43:35,0  0  733  23034  72
2025-11-23 05:43:40,0  0  733  23034  72
2025-11-23 05:43:45,0  0  733  23034  72
2025-11-23 05:43:50,0  0  733  23034  72
2025-11-23 05:43:55,0  0  733  23034  72
2025-11-23 05:44:00,0  0  733  23034  72
2025-11-23 05:44:05,0  0  733  23034  72
2025-11-23 05:44:10,0  0  733  23034  72
2025-11-23 05:44:15,0  0  733  23034  72
2025-11-23 05:44:20,0  0  733  23034  72
2025-11-23 05:44:26,0  0  733  23034  72
2025-11-23 05:44:31,0  0  733  23034  72
2025-11-23 05:44:36,0  0  733  23034  72
2025-11-23 05:44:41,0  0  733  23034  72
2025-11-23 05:44:46,0  0  733  23034  72
2025-11-23 05:44:51,0  0  733  23034  72
2025-11-23 05:44:56,0  0  733  23034  72
2025-11-23 05:45:01,0  0  733  23034  72
2025-11-23 05:45:06,0  0  733  23034  72
2025-11-23 05:45:11,0  0  733  23034  72
2025-11-23 05:45:16,0  0  733  23034  72
2025-11-23 05:45:21,0  0  733  23034  72
2025-11-23 05:45:26,0  0  733  23034  72
2025-11-23 05:45:31,0  0  733  23034  72
2025-11-23 05:45:36,0  0  733  23034  72
2025-11-23 05:45:41,0  0  733  23034  72
2025-11-23 05:45:46,0  0  733  23034  72
2025-11-23 05:45:51,0  0  733  23034  72
2025-11-23 05:45:56,0  0  733  23034  72
2025-11-23 05:46:01,0  0  733  23034  72
2025-11-23 05:46:06,0  0  733  23034  72
2025-11-23 05:46:11,0  0  733  23034  72
2025-11-23 05:46:16,0  0  733  23034  72
2025-11-23 05:46:21,0  0  733  23034  72
2025-11-23 05:46:26,0  0  733  23034  72
2025-11-23 05:46:31,0  0  733  23034  72
2025-11-23 05:46:36,0  0  733  23034  72
2025-11-23 05:46:41,0  0  733  23034  72
2025-11-23 05:46:46,0  0  733  23034  72
2025-11-23 05:46:51,0  0  733  23034  72
2025-11-23 05:46:56,0  0  733  23034  72
2025-11-23 05:47:01,0  0  733  23034  72
2025-11-23 05:47:06,0  0  733  23034  72
2025-11-23 05:47:11,0  0  733  23034  72
2025-11-23 05:47:16,0  0  733  23034  72
2025-11-23 05:47:21,0  0  733  23034  72
2025-11-23 05:47:26,0  0  733  23034  72
2025-11-23 05:47:31,0  0  733  23034  72
2025-11-23 05:47:36,0  0  733  23034  72
2025-11-23 05:47:41,0  0  733  23034  72
2025-11-23 05:47:46,0  0  733  23034  72
2025-11-23 05:47:51,0  0  733  23034  72
2025-11-23 05:47:56,0  0  733  23034  72
2025-11-23 05:48:01,0  0  733  23034  72
2025-11-23 05:48:06,0  0  733  23034  72
2025-11-23 05:48:12,0  0  733  23034  72
2025-11-23 05:48:17,0  0  733  23034  72
2025-11-23 05:48:22,0  0  733  23034  72
2025-11-23 05:48:27,0  0  733  23034  72
2025-11-23 05:48:32,0  0  733  23034  72
2025-11-23 05:48:37,0  0  733  23034  72
2025-11-23 05:48:42,0  0  733  23034  72
2025-11-23 05:48:47,0  0  733  23034  72
2025-11-23 05:48:52,0  0  733  23034  72
2025-11-23 05:48:57,0  0  733  23034  72
2025-11-23 05:49:02,0  0  733  23034  72
2025-11-23 05:49:07,0  0  733  23034  72
2025-11-23 05:49:12,0  0  733  23034  72
2025-11-23 05:49:17,0  0  733  23034  72
2025-11-23 05:49:22,0  0  733  23034  72
2025-11-23 05:49:27,0  0  733  23034  72
2025-11-23 05:49:32,0  0  733  23034  72
2025-11-23 05:49:37,0  0  733  23034  72
2025-11-23 05:49:42,0  0  733  23034  72
2025-11-23 05:49:47,0  0  733  23034  72
2025-11-23 05:49:52,0  0  733  23034  72
2025-11-23 05:49:57,0  0  733  23034  72
2025-11-23 05:50:02,0  0  733  23034  72
2025-11-23 05:50:07,0  0  733  23034  72
2025-11-23 05:50:12,0  0  733  23034  72
2025-11-23 05:50:17,0  0  733  23034  72
2025-11-23 05:50:22,0  0  733  23034  72
2025-11-23 05:50:27,0  0  733  23034  72
2025-11-23 05:50:32,0  0  733  23034  72
2025-11-23 05:50:37,0  0  733  23034  72
2025-11-23 05:50:42,0  0  733  23034  72
2025-11-23 05:50:47,0  0  733  23034  72
2025-11-23 05:50:52,0  0  733  23034  72
2025-11-23 05:50:57,0  0  733  23034  72
2025-11-23 05:51:02,0  0  733  23034  72
2025-11-23 05:51:07,0  0  733  23034  72
2025-11-23 05:51:12,0  0  733  23034  72
2025-11-23 05:51:17,0  0  733  23034  72
2025-11-23 05:51:22,0  0  733  23034  72
2025-11-23 05:51:27,0  0  733  23034  72
2025-11-23 05:51:32,0  0  733  23034  72
2025-11-23 05:51:37,0  0  733  23034  72
2025-11-23 05:51:42,0  0  733  23034  72
2025-11-23 05:51:47,0  0  733  23034  72
2025-11-23 05:51:53,0  0  733  23034  72
2025-11-23 05:51:58,0  0  733  23034  72
2025-11-23 05:52:03,0  0  733  23034  72
2025-11-23 05:52:08,0  0  733  23034  72
